year,date,sitenumber,site,protocol,richness,EPT,MCI,SQMCI,Acarina,Dolomedes aquaticus,Hydra,Antiporus,Elmidae   ,Enochrus,Hydraenidae ,Hydrophilidae ,Ptilodactylidae ,Staphylinidae,Scirtidae ,Rhantus,Copelatus,Podaena,Liodessus,Collembola,Amphipoda,Paranthura,Tanaidacae,Cladocera,Copepoda,Isopoda,Ostracoda,Paracalliope,Paraleptamphopus ,Paranephrops ,Paratya,Anthomyiidae,Aphrophilia,Austrosimulium ,Ceratopogonidae,Chironomus,Chironomidae,Corynoneura,Culex,Culicidae,Dolichopodidae,Empididae,Ephydridae,Eriopterini ,Harrisius,Hexatomini ,Limonia,Limnophora,Lobodiamesa,Maoridiamesa,Mischoderus,Molophilus,Muscidae,Neocurupira ,Neolimnia,Nothodixa,Orthocladiinae,Paradixa ,Paralimnophila,Parochlus,Paucispinigera,Polypedilum,Psychodidae,Sciomyzidae,Stratiomyidae ,Tabanidae ,Tanypodinae,Tanytarsini,Tanytarsus,Thaumaleidae,Zelandotipula,Acanthophlebia ,Ameletopsis ,Arachnocolus ,Atalophlebioides,Austroclima ,Austronella,Coloburiscus ,Deleatidium ,Ichthybotus ,Isothraulus,Mauiulus,Neozephlebia ,Nesameletus ,Oniscigaster,Rallidens,Siphlaenigma,Tepakia,Zephlebia ,Anisops,Diaprepocoris,Microvelia,Saldidae,Sigara,Hirudinea,Hygraula,Archichauliodes,Ferrissia,Gyraulus,Hyridella,Latia,Lymnaeidae,Melanopsis,Physidae,Potamopyrgus ,Sphaeriidae,Nematoda,Nemertea,Nematomorpha,Kempynus,Aeschna,Anisoptera,Antipodochlora ,Austroletes,Hemicordulia,Procordulia,Uropetala,Xanthocnemis,Oligochaeta,Platyhelminthes,Acroperla,Austroperla ,Megaleptoperla ,Nesoperla,Spaniocerca,Stenoperla ,Taraperla,Zelandoperla ,Zelandobius ,Alloecentrella,Aoteapsyche ,Beraeoptera,Confluens,Costachorema ,Ecnomina ,Helicopsyche ,Hudsonema ,Hydrobiosella ,Hydrobiosis ,Hydrochorema,Neurochorema ,Oecetis,Oeconesidae,Olinga,Orthopsyche ,Oxyethira ,Paroxyethira ,Plectrocnemia ,Polyplectropus ,Psilochorema ,Pycnocentria ,Pycnocentrodes,Triplectides ,Tiphobiosis,Zelandoptila,Zelolessica,Polychaeta,Rhabdocoela,Ischnura,Mysidae,Bryozoa
2012,1/02/2012,6852,Dyers Creek @ Mid Paddock,soft,28,32.14285714,110.3571429,5.630593607,R,,,,A,,,,,,,,,,,,,,,,,,,R,,R,,,A,,,R,,,,,,C,,,,,,,,,R,,,,,,R,,,,,,,,,,R,,C,,,,,,,A,,R,R,,,,R,,,R,,,R,,,,,,,,C,,,,R,,,,A,,,,,,,,,,,,,,R,,,,,,,,,,,,VA,,,,,,R,,R,,R,,,,,R,,,,,,C,R,,,,,,,,
2012,7/02/2012,10713,Edgar @ Maxwell Av,soft,22,4.545454545,64.72727273,2.251796778,R,,R,,,,,,,,,,,,,,R,,,,,,VA,R,,,,,,,,C,,,,,,,,,,,,,,,,R,,,,,C,,,,,R,,,,,R,,,,R,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,,,,A,,A,VVA,A,,R,,,,,,,,,,A,VA,R,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,
2012,17/01/2012,7722,Eskdale Lower,soft,35,11.42857143,80.22857143,2.539943741,R,,R,,,,,,,,,,,,,C,R,,,,,,C,,,,,,,R,,C,,,,R,,R,,,R,R,,,,,,R,R,,R,,R,C,R,,,R,R,,,,R,,C,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,R,,C,VVA,C,,C,,,,,,,,,,C,VA,A,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,A,,,,,C,,,
2012,17/01/2012,7723,Eskdale Mid,soft,31,12.90322581,101.0967742,4.420535714,R,,R,,,,,R,,,R,,,,,R,C,,,,,R,,,R,R,,,,,,C,,,,,,,,,C,C,,,,,,R,,,,,R,R,R,,,C,,,,,,,,,R,,,R,,,,,,,,,,,,,,,R,,,R,,,,,,R,,,,,,R,A,R,,,,,,,R,,,,,C,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,A,,,,,,,,
2012,17/01/2012,7724,Eskdale Upper,soft,23,30.43478261,115.3913043,6.363953488,R,,,,,,,,,,,,,,,,,,,,,,,C,A,C,R,,,,,,,,,,,,,,R,R,,,,,,R,,,,,R,R,,,,A,,,,,,,R,,,,,C,,,,,,,,,,,,,,A,A,,,,,,,,,,,,,,,,A,,,,,,,,R,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,A,,R,,A,,,,,,,,
2012,30/01/2012,8267,Glendowie Stream @ Athlone Road,soft,20,0,68.4,1.805685619,C,,C,,,,,,,R,,,,,,C,R,,,,R,,,C,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,C,,,,,C,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,A,,,R,,VA,VA,,,R,,,,,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,17/02/2012,45743,Hoteo @ Kraak Hill,soft,23,21.73913043,96.52173913,6.072477064,C,,R,,,,,,,,,,,,,,R,,,,,,C,,,R,C,,,,,R,,,,,,,,R,,,,,,,,,,,,,R,R,,,,,,,,,R,,,,,,,R,,,,,,,,,,,,,,VA,A,,,,,,,,,R,,,,,,,A,,,R,,,,,C,,,,,C,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,R,,,,,,
2012,27/01/2012,8552,Hunua @ St Pauls,Hard,36,50,128.3333333,7.484429066,R,,,,A,,C,,R,,,,,,,,,,,,,,,,C,R,,,C,C,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,R,R,,VA,,A,A,C,,,C,C,,,,,A,,,,,,,,C,,,,R,,,,A,,R,,,,,,,,,,,,C,C,,R,,,,,R,,,R,,,,,,R,,,R,,,,,R,A,R,R,,R,R,,,,,,R,,,,,
2012,20/01/2012,45416,Kaukapakapa Ref,soft,31,45.16129032,122.516129,4.138983051,R,,,,,,R,,,,,,,,,R,R,,,,R,C,,C,,,,,,,,,,,,,,R,,,R,R,,,,,,,,,,,,C,,,,R,,,,,R,,C,,,,,C,,R,,R,,,C,,R,,,,,R,A,,,R,,,,,R,,,,,,,,VA,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,R,,,R,,R,,C,,R,,,,,,
2012,23/01/2012,43512,Kauritutahi (Awhitu),soft,17,41.17647059,130.9411765,6.46626506,R,,,,R,,,,,,,,,,,,R,,,,,,,,C,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,R,,C,,,,,,,,,,R,A,,,,,,,,,,,,,,,,C,,,,,,,,R,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,C,,,,,,,,,,
2012,24/01/2012,1543482,Konini,Hard,33,39.39393939,132.7272727,7.737313433,R,,,,C,,R,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,R,,,C,,,,,R,,,,,R,,A,,,R,,,,,,A,VVA,,,,R,,,,,,,,,,,,,,C,,,,,,,R,R,,,,,,,,,,,,,,R,,,R,R,,R,R,,A,,,A,A,,R,,C,,C,R,,R,,,A,R,,,,R,R,,,,,,,,,,,
2012,15/03/2012,45369,Kumeu @ Weza,soft,18,5.555555556,52.11111111,3.446209386,R,,,,,,,,,,,,,,,R,A,,,,,,R,VVA,,,,,,R,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,,,,A,VVA,C,,C,,,,,,,,,,C,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,R,,,
2012,1/02/2012,7725,Lignite,soft,21,4.761904762,75.23809524,2.638071066,R,,C,,,,,,,,,,,,,R,C,,,,,R,R,,,,R,,,,R,C,,,,,,,,,R,,R,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,A,VA,R,,,,,,,R,,,,,C,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,
2012,18/01/2012,7899,Lucas LTB @ Tennis,Soft,29,17.24137931,77.37931034,3.475666667,R,,R,R,,,,,,,,,,,,,,,,,,,R,VA,,R,R,,,R,,,,,,,,,,,R,,,,,,,,,,,,R,R,R,,,C,,,,,,,R,,,,,R,,,,,,,,,,,,,,R,,R,,,,R,R,,,,,,,C,,A,VA,R,,,,,,,,,,,,C,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,,,,A,,,,,,,,
2012,18/01/2012,6862,Mahu Reference @ Trappit,soft,16,37.5,113.875,8.245185185,R,,,,,,,,,,,,,,,,,,,,R,R,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,C,,,,,,,R,,,,,,,R,VA,,,C,,,,,,,,,,,,,R,,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,R,,,,,,,,
2012,8/02/2012,6850,Mahurangi LTB,soft,29,27.5862069,117.1724138,6.03875,R,,,,R,,,R,,,,,,,,,,,,,,,,C,,,,,,A,,,,,,,,R,,,,,R,,C,,R,,,,,,C,C,,,,C,,,,,,,A,,,,,,,VA,,C,,,,,C,,,,,,A,,,R,,,,,R,,,,,,,,C,,,R,,,,,,,,,,,R,,,,,,,,,,,,A,,,,,,R,,R,,,,,,,R,,,R,R,,,C,,,,,,,,
2012,19/01/2012,45505,Makarau @ Rail Bridge,soft,33,18.18181818,77.03030303,3.775968992,R,,R,,C,,,,,,,,,,,,,,,,,,A,VVA,,,R,,,A,,R,,,,,,,,,,,,,,,,,R,,,,C,,,,,R,,,,,C,,A,,,,,,,,,,,,,,,,,,,,C,,,,,R,R,R,,,R,,,,,VA,VA,C,,R,,,,,,,,,,C,A,R,,,R,,,,,,,,,,,,,,R,,R,,,R,,,,VA,,,,,R,C,VA,,,,,,,,
2012,27/01/2012,1543483,Mangatawhiri,Hard,31,41.93548387,133.5483871,6.849431818,,,,,A,,C,,,R,,,,,,,,,,,,,,,,,,,A,,,,,,,,,R,,R,,,,,,R,,,,,,,A,,,,,A,,,,,,,A,,,R,C,,,R,,A,VA,,,,,,,,,,R,,,,,,,,C,,,,,,,,R,,,,R,,,,,,,,,,,,,A,,,,C,,A,,,A,R,,,,C,,C,C,,,,,A,C,,,,,R,,R,,,,,,,,,
2012,20/01/2012,44460,Marawhara ,Hard,36,38.88888889,125.5555556,7.231578947,R,,,,C,,A,,C,,,,,,,,,,,,,,R,,,,,,C,R,,,,,,,,,,,,R,,,,,,,,,,,C,,,,,R,,,,,,,R,,,A,,,R,,,A,VA,R,,,C,R,,R,,,A,,,,,,,,R,,,,R,,,,C,,,R,,,,,,,,,,,,R,,,,,,R,,R,,,C,,,,,R,R,R,C,,C,,,A,,,,,,R,,A,,,,,,,,,
2012,8/02/2012,6604,Matakana LTB,soft,27,22.22222222,92.14814815,3.708651399,,,,,,,,,,,,,,,,,,,,,R,,,A,,R,C,,R,A,,A,,,,,,R,,,C,,,,,,,,R,,,,C,C,,,,A,,,,,R,,A,,,,,,,,,,,,,,,,,,,,A,R,,,,,R,,,,,,,,,,A,,,,,,,,,,,,,R,VA,,,,,,,,,,,,R,,,,,,,,,,,,,,R,VA,R,,,R,,,A,,,,,,,,
2012,24/01/2012,43720,Mauku Stream @ STP,soft,19,10.52631579,56.63157895,3.392650919,,,R,,,,,,,,,,,,,,A,,,,,,A,,,,,,,R,,,,R,,,,,,,,,,,,,,,R,,,,A,,,,,VA,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,R,,VA,VA,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,C,,,,,,,C,,,,,R,,,
2012,25/01/2012,1043404,Milne,Hard,32,50,138.125,7.979768786,,,,,A,,C,,R,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,C,,,,,R,,R,,,C,R,,,R,,VA,VA,R,,,,C,,,,,R,,,,,,,,A,,,,,,,,C,,,,,,,,,,,,,,,,,A,C,,,R,,R,,,C,,,,,R,,A,C,,,,,C,C,,,,R,,,,R,,,,,,,,
2012,13/02/2012,7407,Motutapu,hard,34,14.70588235,78.82352941,4.415178571,A,,R,,A,,,R,,,,,,,,R,A,,,,,C,A,VVA,,,,,,A,,,,,,,,,,,,,R,,,,,,R,,R,,C,R,,,,C,R,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,C,VA,,,R,,,,,,,,R,,C,A,R,,,,,,,,,,,,,,,,,,,R,,,,,,,VA,R,,A,C,,,C,,,,,,R,,
2012,19/01/2012,45605,Mt Auckland,Hard,23,34.7826087,119.1304348,7.04787234,R,,,,,,,R,R,,,,,,,,R,,,,R,R,,,C,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,R,C,,,,R,,,,,,,,,,,,A,,R,,,,,,,,C,,,A,C,VA,,,R,,,,,,,,,,,,,C,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,
2012,24/01/2012,1043824,Ngakaroa LTB,soft,27,18.51851852,75.40740741,3.768211921,R,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,A,,,,R,,,,,,,,,,,,,,,,,,,C,R,,,,A,R,,R,,R,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,R,,,,R,,,,,A,VA,,,C,,,,,,,,,,C,R,C,,,,,,,,,,,R,,,,,,,,,,,,,,,R,R,R,R,,,,VA,,,,,R,,,
2012,20/01/2012,7171,Nukumea Upper,Soft,17,35.29411765,115.8823529,6.535416667,,,,,,,,,,,,,,,,,,,,,,,,C,,R,,,,,,,,,,,R,,,,,,,,,,,,R,,,,C,,,,,R,,,,,R,,,,R,,,R,,,,,,,,,R,,,,,R,A,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,
2012,7/02/2012,10812,Oakley Creek @ May Road,hard,18,5.555555556,68.88888889,3.146919431,C,,,,,,,R,,,,,,,,R,,,,,,,,VA,,,,,,A,,,,,,,,,,,,,,,,,,,R,,,,VA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,VA,,,R,,A,C,,,R,,,,,,,,,,R,A,A,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,
2012,1/02/2012,8177,Oakley LTB,soft,28,7.142857143,66.28571429,2.573561644,R,,,,,,,,,,,,,,,R,R,,C,,,,,VA,,,C,,,,,,,R,,R,,,R,,R,R,,,,,,R,,,,,C,,,,,R,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,R,C,,,R,R,A,VVA,,,C,,,,,,,,,,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,A,,,,,C,,,
2012,3/02/2012,7313,Okura Reserve,soft,30,30,113.5333333,6.521834061,R,,,,,,,,,,R,,,,,,,,,,R,,,R,R,R,A,,,R,,,,,,,,,,,,,,,,,,,,,,,R,R,R,,,R,,,,,C,,R,,,,,C,,,,,,,,,C,,,,,C,VA,,,R,,,,,,,,,,,,,A,C,,,,,,,R,,,,,R,A,,,,,,,,,,,,R,,,,,,,,,,,,R,,,,,,C,R,R,,A,,,,,,,,
2012,3/02/2012,7314,Okura Trib 1,soft,26,23.07692308,101.3846154,5.218099548,R,,,,,,,,,,,,,,,R,R,,,,,,,A,,R,C,,,R,,,,,,,,,,,R,,,,,,,,,,R,,R,C,,,,R,,,,,R,,,,,,,R,,,,,,,,,,,,,,,C,,,,,,R,,,,,,,,,,A,R,,R,,,,,,,,,,C,A,R,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,C,,A,,VA,,,,,,,,
2012,3/02/2012,7315,Okura Trib 2,soft,21,19.04761905,107.3333333,5.196981132,R,,,,,,,,,,,,,,,R,A,,,,R,R,,VA,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,C,,,,R,,,,,,,,,,,,,A,R,,,,,,,,,,,,R,R,,,,,,,,,,,,,,,,,,R,,,,,R,,,,,,,R,,,,VA,,,,R,,,R,
2012,31/01/2012,8249,Omaru Ck @ Maybury,soft,23,8.695652174,58.60869565,2.5,,,A,,,,,,,,,,,,,,,,,,C,R,C,,,,,,,,,R,,,,R,,,,,,,,,,,,,,,,,VA,,,,,R,R,,R,,R,,A,,,,,,,,,,R,,,,,,,,,,,,,,,,C,,,C,VA,,,C,,A,C,,,,,,,,,,,,,A,VA,A,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,
2012,8/02/2012,7726,Onepoto @ Kauri Glen park,soft,23,17.39130435,91.39130435,3.175652174,,,,,,,,,,,,,,,,R,,,,,,R,,,,R,C,,,,,R,,,,,,,,,,,,,,,,R,,,,,R,,,,,R,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,A,A,,,R,,,,,C,,,,,A,C,R,,,,,,,,,,,,,,,R,,,,,,,,,,R,R,,,C,,,,A,,,,,,,,
2012,9/02/2012,74401,Onetangi @ Waiheke Rd,soft,22,31.81818182,114.1818182,4.808285714,C,,,,,,,,,,,,,,,,,,,,,,,VA,A,C,R,,,,,,,R,,,,,,,R,,,,,,,,,,,,,A,,,,R,,,,R,R,,,,,,,A,,,,,,,,,R,,,,,A,A,,,,,,,,,R,,,,,,,VA,,,,,,,,,,,,,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,R,,C,,,,,,,,
2012,7/02/2012,7925,Opanuku LTB,Hard,22,18.18181818,83.63636364,2.655357143,R,,,,C,,,,,,,,,,,R,,,,,,,,,,,,,A,R,,,,,,,,C,,,,,,,,,,,R,,,,VA,,,,,R,,,,,,,VA,,,,,,,,,R,,,,,R,,,,,,,,,,,,,,C,R,,,C,,,,C,,,R,,,,,,,,,,,VA,,,,,,,,,,,,VA,,,,,,,,C,,,,,,,VA,,,,,,R,,,,,,,,,
2012,26/01/2012,8608,Orere A,Hard,32,50,138.125,7.57518797,C,,,,,,C,,R,,,,,,,R,,,,,,,,,R,,,,R,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,,R,,,R,,,,,,,C,R,R,,A,,A,VA,,,,C,C,,,,,A,,,,,,,,C,,,,,,,,A,,,,,,,,,,,,,,,C,,,R,,,R,,R,,,,,,,,C,,R,C,,,,,C,A,,,,,,R,,R,,,,,,,,
2012,26/01/2012,8609,Orere B,Hard,34,52.94117647,137.0588235,8.185682327,,,,,,,C,,R,,,,,,,,,,,,,,,C,,,,,C,R,,,,,,,,R,,R,,,,,,,,,,,,,R,,,,,C,,,,,,,,,,C,R,,,VA,,A,VA,R,,,C,C,,,,,A,,,,,,,,A,,,,,,,,R,,,,,,,,,,,,,,R,C,,R,R,,R,,,R,,,,,,,,R,,C,C,,,,,A,VA,,,,,R,R,,R,,,,,,,,
2012,20/01/2012,7172,Otanerua,Soft,15,33.33333333,123.7333333,5.314285714,,,,,,,,,,,,,,,,,,,,,R,,,C,,R,C,,,,R,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,R,,,,,,,R,,,,,,,,,,,,,,R,C,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,R,,,,,,,,
2012,8/02/2012,8241,Otara LTB,soft,20,15,47.3,1.977849117,R,,,,,,,,,,,,,,,,,,,C,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,C,C,,A,R,,,,,A,VVA,R,,C,,,,,,,,,,A,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,,,,,,,,,,R,,,
2012,8/02/2012,107801,Oteha LTB,soft,13,7.692307692,73.23076923,2.597647059,R,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,A,,,,,C,VVA,,,,,,,,R,,,,,A,C,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,,,,,,
2012,31/01/2012,8217,Pakuranga @ Botany Rd,hard,7,0,71.42857143,2.029411765,R,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,,,,,,,,,VVA,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,27/01/2012,8215,Pakuranga Ck @ Greenmount Dr,hard,23,8.695652174,66.95652174,2.494680851,,,,,,,,,,R,,,,,,C,R,,,,,,C,R,,,,,,,,,,,,C,,,R,,,,R,,,,,,R,,,,VA,,,,,R,C,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,C,,,,C,,,A,,,R,,,,,,,,,,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,A,R,,,,,,,,,,,,,,R
2012,25/01/2012,1043825,Papakura LTB,soft,17,11.76470588,54,2.309975062,R,,,,,,,,,,,,,,,,,,,,,R,R,VA,,,,,,C,,,,,,,,,,,R,,,,,,,,,,,,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,A,,A,VVA,R,,,,,,,,,,,,R,,A,,,,,,,,,,,,,,,,,,,,,,,,,,VA,C,,,,,,,,,,,,,,
2012,25/01/2012,1043835,Papakura Trib @ Alfriston Rd,soft,25,12,65.76,2.389281046,R,,,,,,,,,,,,,,,,,,,,R,,C,VA,,,,,,R,,R,,R,,,,,,,R,,,,,,,,,,,,R,R,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,,,,R,,A,VVA,R,,R,,,,,,,,,,VA,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,R,,C,,,,,,,,,,,,
2012,7/02/2012,7939,Paramuka Stream @ Brookwood Drive,soft,20,10,66.3,3.226804124,C,,R,,R,,,,,,,,,,,C,R,,,,,,R,,,,,,,,,A,,,,,,,,,R,R,,,,,,,,,,,R,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,C,A,,,R,,,,,,,,,,R,A,R,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,C,,,,,,,,
2012,25/01/2012,1043826,Puhinui LTB,Soft,20,0,58.6,2.175958188,R,,R,,R,,,,,,,,,,R,R,,,,R,R,,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,R,,A,C,,,R,,,,,,,,,,C,VA,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA,,,
2012,27/01/2012,1043827,Puhinui Trib (soft),soft,15,13.33333333,81.33333333,2.708549618,R,,R,,,,,,,,,,,,,,,,,,R,,R,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,VVA,C,,R,,,,,R,,,,,,A,A,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,VA,,,,,,,,
2012,27/01/2012,1043828,Puhinui Upper (hard),Hard,27,33.33333333,105.1851852,5.743386243,,,,,R,,,,,,,,,,,R,,,,,,,,VA,,,,,R,C,,,,,,,,,,,,,R,,,,R,,,,,,A,R,,,,A,,,,,,,A,,,,,,,VA,,R,,,,,C,,,,,,R,,,,,,,,,,,,C,,,,A,,,R,,,,,R,,,,,,A,R,,,,,,,,,,,,,,,,,,,C,,,,R,,A,,,,R,,A,,C,,,,,,,,
2012,2/02/2012,7012,Puhoi,soft,21,38.0952381,124.5714286,7.0625,R,,,,,,,,,,,,,,,,,,,,,R,,,R,C,R,,,,,R,,,,,,,,,,,,,,,,,,,,,,C,,,,R,,,,,R,,R,,,,,C,,,,,,,,,R,R,,,,C,A,,,R,,,,,,,,,,,,,C,,,,,,,,,,,,,,C,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,R,,,,,,
2012,13/02/2012,45371,Riverhead,soft,24,20.83333333,108.5833333,5.688659794,R,,,,,,,,,,,,,,,R,R,,,,,,,C,R,,,,,,,,,,,,,R,,,R,R,,,,,R,R,,,,,R,,,,,R,,,,,,,C,,R,,,,,,,,,,,,,,,,,A,A,,,,,,,,,,,,R,,,,A,,,,,,,,R,,,,,R,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,R,,,C,,,,,,,,
2012,24/01/2012,7212,Shakespear,Soft,20,40,106.1,3.223762376,R,,,,,,,,,,R,,,,,,,,,,,,,A,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,,A,,,,,,,C,,,,,R,,,,,,,,,C,A,,,,,,,,,,,,,,,R,VVA,C,,,,,,,,,,,,C,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,R,,VA,,R,,,,R,,
2012,7/02/2012,43918,Symonds St @ Ponga,Hard,35,37.14285714,105.1428571,5.897862233,R,,,,VA,,R,,,,,,,,,,,,,,,,R,C,,,,,R,C,,,,,,,,R,,,,,,,,,R,,,,,,C,,,,,,,,,,R,,C,,,,,,,A,,C,VA,R,,,,,,,,,A,,,,,,,,C,R,,,R,,,,A,,,R,,,,,,,,,,,A,A,,,,,R,,,,,,A,,,,,,A,,C,,,,,R,,C,,,R,R,C,A,R,,,,,,,,
2012,8/02/2012,43929,Tararata Creek @ Elmdon Street,soft,18,5.555555556,47.55555556,2.503846154,R,,,,,,,,,,,,,,R,,,,,,C,,A,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,R,,,,R,,A,VA,R,,C,,,,,,,,,,C,VA,A,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,
2012,18/01/2012,6517,Tawharanui,soft,28,21.42857143,108.9285714,6.254216867,R,,,,,,,R,,,,,,,,R,R,,,,R,,,A,R,R,,,,,R,,,,,,,,,,R,R,,,,,,,,,,,R,C,,,,A,,,,,C,,R,,,,,C,,,,,,,A,,,,,,,C,A,,,R,,,,,,,,,,,,,A,,,R,,,,,,,,,,C,C,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,R,,,,,,,,,,
2012,3/02/2012,7527,Vaughan Lower,Soft,18,5.555555556,69.77777778,2.325,R,,,,,,,R,,,,,,,,,,,,,R,,A,A,,,A,,,C,,C,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,,,,,,,,C,,VVA,C,,,,,,,,,,,,A,A,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,
